TICKETS,FECHA,ZONAS,SUCURSALES,TECNICO REFERENTE,TRABAJO,PRIORIDAD,RUBRO,ESTADO,,CHECKLIST,TICKET RELACIONADO,OBSERVACIONES,RESPONSABLE,PRESUPUESTO,N PRESUP,IMAGEN,DIRECCION
0424-63468,8/4/2024,NORTE,CDP Vte. Lopez/Pelliza 3780,Cuello Francisco Waldemar,Columna,Emerg. Alta,CIVIL,REALIZADO,presup. Aprob. 4925,,,,,,,,"C. 15 4751, B1884 Berazategui, Provincia de Buenos Aires"
0424-63469,8/4/2024,SUR,Berazategui,Sarmiento Ariel,Picaporte,Normal,CIVIL,REALIZADO,,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63470,8/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Luminarias/Yagusz,Normal,CIVIL,REALIZADO,,,,,,,,,"Vélez Sársfield 1371, B1824 Lanús, Provincia de Buenos Aires"
0424-63471,8/4/2024,SUR,CDD Lanús,Sarmiento Ariel,Bomba de agua,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. Avelino Rolón 2384, B1609 Boulogne, Provincia de Buenos Aires"
0424-63465,8/4/2024,NORTE,Boulogne,Cuello Francisco Waldemar,Pared,Normal,CIVIL,REALIZADO,,,,,,,,,"Rivadavia 302, B1625 Belén de Escobar, Provincia de Buenos Aires"
0424-63472,9/4/2024,NORTE,CDD Escobar,Cuello Francisco Waldemar,Sin luz en Jefatura,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,,"España 3212, B1888 Florencio Varela, Provincia de Buenos Aires"
0424-63473,9/4/2024,SUR,Florencio Varela,Sarmiento Ariel,Sin luz en un sector,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Francisco Seguí 880, B1846DSR Adrogué, Provincia de Buenos Aires"
0424-63474,9/4/2024,SUR,CDD Almirante Brown,Sarmiento Ariel,Termo,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Aeroparque Internacional Jorge Newbery, Buenos Aires"
0424-63475,9/4/2024,CABA,Aeroparque,Aquino Diego Daniel,Retirar varios elementos/Norberto Vazquez,Emerg prog,VARIOS,REALIZADO,,,,,,,,,"Aeroparque Internacional Jorge Newbery, Buenos Aires"
0424-63476,9/4/2024,CABA,Aeroparque,Aquino Diego Daniel,Colocar 2 ventiladores en el local nuevo/Firpo,Emerg prog,CIVIL,REALIZADO,"son 5 ventiladores presupuestar 7 mts de cable tipo taller 2,5mm y tarugos y tirafondos",,,,,,,,"Av. Monroe 3381, C1430BKN CABA"
0424-63477,9/4/2024,CABA,Coghlan,Aquino Diego Daniel,Luminarias,Normal,ELECTRICIDAD,REALIZADO,ver en la semana del 15 al 19,,,,,,,,"Mariano Pelliza 3750, B1636FER Olivos, Provincia de Buenos Aires"
0424-63478,10/4/2024,NORTE,CDP Vte. Lopez/Pelliza 3780,Cuello Francisco Waldemar,Bomba de agua,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"Av. Rivadavia 14180, Ramos Mejía, Provincia de Buenos Aires"
0424-63479,10/4/2024,OESTE,Ramos Mejia,Encalada Roberto Nahuel,A.A.,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,,#N/A
0424-63480,10/4/2024,OESTE,San A. de Padua,Encalada Roberto Nahuel,Puerta interna,Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Av. Cabildo 4576, C1429 CABA"
0424-63481,10/4/2024,CABA,Nuñez,Aquino Diego Daniel,Pasa paquetes,Normal,CIVIL,REALIZADO,ver en la semana del 15 al 19,,,,,,,,"Av. Hipólito Yrigoyen 405, B1878 Quilmes, Provincia de Buenos Aires"
0424-63482,10/4/2024,SUR,Quilmes,Sarmiento Ariel,Toma en corto,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"José Martí 2995, C1437 BXE, Buenos Aires"
0424-63483,10/4/2024,CABA,Villa Soldati,Aquino Diego Daniel,Cañeria de la cocina,Normal,SANITARIO,REALIZADO,ver en la semana del 15 al 19,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63485,10/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Diego Caballero (int. 1472),Normal,CIVIL,REALIZADO,,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63486,10/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Juan Ramón Diaz (int. 1177),Normal,CIVIL,REALIZADO,Realizado,,,,,,,,"Av. San Juan 1349, C1148 CABA"
0424-63488,10/4/2024,EDIFICIOS,San Juan y San Jose (San Juan 1349),Jara Benitez Rodrigo,A.A.,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Mariano Pelliza 3750, B1636FER Olivos, Provincia de Buenos Aires"
0424-63489,10/4/2024,NORTE,CDP Vte. Lopez/Pelliza 3780,Cuello Francisco Waldemar,Toma,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,,"Ventura de la Vega 3940, C1437 CABA"
0424-63490,10/4/2024,CABA,CDD 37,Aquino Diego Daniel,Bacha,Emerg prog,SANITARIO,REALIZADO,,,,,,,,,"República del Líbano 4041, B1672 Villa Lynch, Provincia de Buenos Aires"
0424-63491,10/4/2024,NORTE,Villa Lynch,Cuello Francisco Waldemar,Plafones,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Inte A M Campos 1951, B1650 General San Martin, Provincia de Buenos Aires"
0424-63484,10/4/2024,NORTE,CDD San Martin,Cuello Francisco Waldemar,Portero,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63487,10/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Mochila/Paula Cerles (int. 1261),Normal,SANITARIO,REALIZADO,,,,,,,,,"Virrey Arredondo 2959, C1426EAC CABA"
0424-63492,11/4/2024,CABA,CDD 27,Aquino Diego Daniel,Puerta,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"Martín Rodríguez 199, Quilmes, Provincia de Buenos Aires"
0424-63493,11/4/2024,SUR,CDD Quilmes Oeste,Sarmiento Ariel,Luminarias de Jefatura,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Inte A M Campos 1951, B1650 General San Martin, Provincia de Buenos Aires"
0424-63494,11/4/2024,NORTE,CDD San Martin,Cuello Francisco Waldemar,Bisagra de puerta,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"Aeroparque Internacional Jorge Newbery, Buenos Aires"
0424-63495,11/4/2024,CABA,Aeroparque,Aquino Diego Daniel,Colocar 5 ventiladores de techo en el local nuevo/Firpo,Normal,CIVIL,REALIZADO,,,,,,,,,#N/A
0424-63496,11/4/2024,SUR,Agencia El Pato,Ruiz Duarte Alfredo,Puerta,Normal,CIVIL,REALIZADO,,,,,,,,,"Av. Antártida Argentina 1100, C1104 CABA"
0424-63497,11/4/2024,EDIFICIOS,Planta Retiro,Jara Benitez Rodrigo,Techo/Raed,Emerg. Alta,CIVIL,REALIZADO,Realizado,,,,,,,,"Gral. Conrado Villegas 1764, B1681 William C. Morris, Provincia de Buenos Aires"
0424-63498,11/4/2024,NORTE,William Morris,Cuello Francisco Waldemar,Depósito,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,,Av. Juan Bautista Alberdi 5924 C1440AAX CABA
0424-63499,11/4/2024,CABA,CDD 40,Aquino Diego Daniel,Portero,Normal,ELECTRICIDAD,REALIZADO,Presup. enviado 4955,,,,,,,,"Vélez Sársfield 1371, B1824 Lanús, Provincia de Buenos Aires"
0424-63500,11/4/2024,SUR,CDD Lanús,Sarmiento Ariel,Daños por la tormenta/VER E-MAIL,Emerg. Alta,CIVIL,REALIZADO,Presup. enviado ,,,,,,,,"Carrasco 31, C1407AUA CABA"
0424-63501,11/4/2024,CABA,Floresta,Aquino Diego Daniel,Sin luz,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63502,11/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Paneles techos de baños/Gomez (int. 1231),Normal,CIVIL,REALIZADO,,,,,,,,,"Av. Cabildo 2349, C1428AAF CABA"
0424-63503,11/4/2024,CABA,CDD 28,Aquino Diego Daniel,Portero,Emerg prog,ELECTRICIDAD,REALIZADO,Presup. aprobado / Realizar compra,,,,,,,,"Av. Rivadavi:a 14178, Ramos Mejía, Provincia de Buenos Aires"
0424-63504,11/4/2024,OESTE,CDD Ramos Mejia,Encalada Roberto Nahuel,Olor a gas,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,Av. Alvear 1656 (Ruta 202)
0424-63505,12/4/2024,NORTE,CDD Don Torcuato,Cuello Francisco Waldemar,Mochilas,Normal,SANITARIO,REALIZADO,,,,,,,,,"Vélez Sársfield 1371, B1824 Lanús, Provincia de Buenos Aires"
0424-63506,12/4/2024,SUR,CDD Lanús,Sarmiento Ariel,Bomba de agua,Emerg. Alta,CIVIL,REALIZADO,presup. Aprob. 4940 (ya esta comprada),,,,,,,,"Av Dr, Vélez Sársfield 4319, B1605 Munro, Provincia de Buenos Aires"
0424-63507,12/4/2024,NORTE,Munro,Cuello Francisco Waldemar,Problema eléctrico,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Carrasco 31, C1407AUA CABA"
0424-63508,12/4/2024,CABA,Floresta,Aquino Diego Daniel,Bomba de agua,Emerg. Alta,CIVIL,REALIZADO,presup. Aprob. 4938,,,,,,,,"Inte A M Campos 1951, B1650 General San Martin, Provincia de Buenos Aires"
0424-63509,12/4/2024,NORTE,CDD San Martin,Cuello Francisco Waldemar,Portero,Emerg. Alta,ELECTRICIDAD,REALIZADO,presup. Aprob. 4934,,,,,,,,"Av, Antártida Argentina 45, B1833 Turdera, Provincia de Buenos Aires"
0424-63510,12/4/2024,SUR,Turdera,Sarmiento Ariel,Desarmar oficina/Paterno,Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Bartolomé Mitre 2204, B1845 José Marmol, Provincia de Buenos Aires"
0424-63511,12/4/2024,SUR,José Mármol,Sarmiento Ariel,Trabajos varios/Paterno,Emerg prog,VARIOS,REALIZADO,,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63512,12/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Cerrajeria/Pablo de los Santos,Normal,CIVIL,REALIZADO,,,,,,,,,"Santiago del Estero 1167, C1103 CABA"
0424-63513,12/4/2024,CABA,CDD 34,Jara Benitez Rodrigo,Portón,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"Av. Pueyrredón 1352, C1118AAQ CABA"
0424-63514,12/4/2024,CABA,Barrio Norte,Aquino Diego Daniel,Antideslizantes de la rampa,Emerg prog,CIVIL,REALIZADO,presupuestar 7 mts de cinta antideslizante,,,,,,,,Av. Pueyrredón 1352 C1118*AAQ CABA
0424-63515,12/4/2024,CABA,CDD 12,Aquino Diego Daniel,Pérdida de agua en baños,Normal,SANITARIO,REALIZADO,Realizado,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63516,12/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Puertas de armarios/Veronica Arias (int. 1624),Normal,CIVIL,REALIZADO,,,,,,,,,"Helguera 2901, C1417CQO CABA"
0424-63517,15/4/2024,CABA,CDD 17,Aquino Diego Daniel,Fase sin luz,Emerg. Alta,ELECTRICIDAD,REALIZADO,Realizado,,,,,,,,"Brandsen 2070, C1295 CABA"
0424-63518,15/4/2024,EDIFICIOS,Edificio French,Aquino Diego Daniel,Filtraciones en TECO y Presidencia,Emerg. Alta,VARIOS,REALIZADO,personal del correo,,,,,,,,"Aeroparque Internacional Jorge Newbery, Buenos Aires"
0424-63519,15/4/2024,CABA,Aeroparque,Aquino Diego Daniel,Colocar orejas a las cortinas p/ precintar,Emerg prog,CIVIL,REALIZADO,facilitar hierros,,,,,,,,"Vicente López 448, B1842AUJ Monte Grande, Provincia de Buenos Aires"
0424-63520,15/4/2024,SUR,CDD Monte Grande,Sarmiento Ariel,Cables puerta,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Mariano Pelliza 3750, B1636FER Olivos, Provincia de Buenos Aires"
0424-63523,15/4/2024,NORTE,CDD Vicente López,Cuello Francisco Waldemar,Filtraciones y destapación,Emerg. Alta,VARIOS,REALIZADO,,,,,,,,,#N/A
0424-63524,15/4/2024,CABA,Minipost Tribunales,Aquino Diego Daniel,Desmontaje minipost 11/5,Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Helguera 2901, C1417CQO CABA"
0424-63525,15/4/2024,CABA,Villa del Parque,Aquino Diego Daniel,Filtracion,Normal,CIVIL,REALIZADO,presupuestar pintura impermeabilizante,,,,,,,,"Mariquita Thompson 10, B1751AYB Villa Madero, Provincia de Buenos Aires"
0424-63526,15/4/2024,OESTE,Villa Madero,Encalada Roberto Nahuel,Desmontaje sucursal,Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Roque Sáenz Peña no 5009, José C. Paz, Provincia de Buenos Aires"
0424-63527,15/4/2024,NORTE,CDD J. C. Paz,Encalada Roberto Nahuel,Pared,Emerg prog,CIVIL,REALIZADO,Presup. Aprob 4936 - avisarle a lucas,,,,,,,,"Ing Guillermo Marconi 6595, B1684 Cdad. Jardin Lomas de Palomar, Provincia de Buenos Aires"
0424-63528,15/4/2024,OESTE,El Palomar,Encalada Roberto Nahuel,Placas de cielorraso salon ventas,Emerg. Alta,CIVIL,REALIZADO,Presup. enviado,,,,,,,,"Belgrano 1398, B1663 San Miguel, Provincia de Buenos Aires"
0424-63529,15/4/2024,NORTE,San Miguel,Encalada Roberto Nahuel,Mensulas del aire y revoque,Normal,VARIOS,REALIZADO,presup. enviado 5090,,,,,,,,Av. Juan Bautista Alberdi 3177 B1406 Buenos Aires
0424-63530,15/4/2024,CABA,CDD 6,Aquino Diego Daniel,Pulsador,Emerg prog,CIVIL,REALIZADO,ya se realizo falta colocar el pestillo electrico,,,,,,,,"Vélez Sársfield 1371, B1824 Lanús, Provincia de Buenos Aires"
0424-63531,15/4/2024,SUR,CDD Lanús,Sarmiento Ariel,Griferia,Emerg prog,SANITARIO,REALIZADO,Presup. Aprob 4945,,,,,,,,"Av. San Martín no 2710, Buenos Aires"
0424-63532,15/4/2024,CABA,CDD 16,Aquino Diego Daniel,Puerta reja,Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Av. Bartolomé Mitre 2402, B1744 Moreno, Provincia de Buenos Aires"
0424-63533,15/4/2024,OESTE,Moreno,Encalada Roberto Nahuel,Aire acondicionado,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. Directorio 552, C1424CIS CABA"
0424-63521,15/4/2024,CABA,Directorio y Moreno,Aquino Diego Daniel,Sin luz,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Francisco N. de Laprida 3586, C1603 Villa Martelli, Buenos Aires"
0424-63522,15/4/2024,NORTE,Villa Martelli,Cuello Francisco Waldemar,Cortina,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63534,16/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,"Darsenas 1, 5 y 6",Normal,CIVIL,REALIZADO,realizado,,,,,,,,"Carrasco 37, C1407AUA CABA"
0424-63535,16/4/2024,CABA,CDD 7,Aquino Diego Daniel,Cinta transportadora,Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Av. Antártida Argentina 1100, C1104 CABA"
0424-63536,16/4/2024,EDIFICIOS,Planta Retiro,Jara Benitez Rodrigo,Motor cortina,Emerg. Alta,ELECTRICIDAD,REALIZADO,Presup. Aprobado,,,,,,,,"Craig 805, C1424ACE CABA"
0424-63537,16/4/2024,CABA,CDD 24,Aquino Diego Daniel,Puerta de entrada,Emerg prog,CIVIL,REALIZADO,diego,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63538,16/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Luminarias hall medicina,Normal,ELECTRICIDAD,REALIZADO,Realizado (enviar mañana),,,,,,,,"Belgrano Dr, Manuel Belgrano 1453, B1854 Longchamps, Provincia de Buenos Aires"
0424-63539,16/4/2024,SUR,CDD Longchamps,Sarmiento Ariel,Luminaria en corto,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Carrasco 31, C1407AUA CABA"
0424-63540,16/4/2024,CABA,Floresta,Aquino Diego Daniel,Perdida de agua en inodoro,Emerg. Alta,SANITARIO,REALIZADO,diego,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63541,16/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Tubos clasificacion manual (Marcelo Madera),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. San Juan 1349, C1148 CABA"
0424-63542,16/4/2024,EDIFICIOS,Edificio San Juan,Jara Benitez Rodrigo,Tapar agujeros del piso/Michelli,Emerg prog,CIVIL,REALIZADO,Presup. Aprob 4949,,,,,,,,"Av. Constituyentes 532, B1617 Gral. Pacheco, Provincia de Buenos Aires"
0424-63543,16/4/2024,NORTE,General Pacheco,Cuello Francisco Waldemar,Depósito inodoro caballeros,Emerg prog,SANITARIO,REALIZADO,,,,,,,,,"Vicente López 448, B1842AUJ Monte Grande, Provincia de Buenos Aires"
0424-63544,17/4/2024,SUR,CDD Monte Grande,Sarmiento Ariel,Sotano,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"Av. Bartolomé Mitre 2402, B1744 Moreno, Provincia de Buenos Aires"
0424-63545,17/4/2024,OESTE,Moreno,Encalada Roberto Nahuel,Perdida de agua baño caballeros,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,,"Av. Galicia 635, B1868 Piñeyro, Provincia de Buenos Aires"
0424-63546,17/4/2024,SUR,Villa Porvenir,Sarmiento Ariel,Sin Luz,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. Monroe 5254, Buenos Aires"
0424-63547,17/4/2024,CABA,Villa Urquiza,Aquino Diego Daniel,Luminarias,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. Corrientes 3702, Buenos Aires "
0424-63548,17/4/2024,CABA,CDD 13,Aquino Diego Daniel,Luminaria,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Gral. Félix Olazábal 728, B1714 Ituzaingó, Provincia de Buenos Aires"
0424-63549,17/4/2024,OESTE,Ituzaingo,Encalada Roberto Nahuel,Luminarias,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,#N/A
0424-63550,17/4/2024,CABA,Av. Forest 1002/Chacarita,Aquino Diego Daniel,Tapar boca de buzon,Normal,CIVIL,REALIZADO,,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63551,17/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,"Luminarias (Piarola, CPA)",Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Juan Farrell 664, B1822 Valentín Alsina, Provincia de Buenos Aires"
0424-63552,17/4/2024,SUR,V. Alsina,Sarmiento Ariel,Verificar instalación sanitaria,Normal,ELECTRICIDAD,REALIZADO,falta relevo alfredo,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63553,17/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Porton de ingreso (Barua),Emerg prog,CIVIL,REALIZADO,,,,,,,,,"Av. Hipólito Yrigoyen 405, B1878 Quilmes, Provincia de Buenos Aires"
0424-63554,17/4/2024,SUR,Quilmes,Sarmiento Ariel,Ajustar silla,Normal,CIVIL,REALIZADO,,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63555,17/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Canillas baños nave 1 (quintana),Normal,SANITARIO,REALIZADO,realizado ,,,,,,,,"Antonio Machado 649, C1405DIC CABA"
0424-63556,18/4/2024,CABA,CDD 5,Aquino Diego Daniel,Tanque,Emerg. Alta,CIVIL,REALIZADO,Realizado,,,,,,,,"Roque Sáenz Peña no 5009, José C. Paz, Provincia de Buenos Aires"
0424-63557,18/4/2024,NORTE,CDD J. C. Paz,Encalada Roberto Nahuel,Porton de ingreso,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"Roque Sáenz Peña no 5009, José C. Paz, Provincia de Buenos Aires"
0424-63558,18/4/2024,NORTE,CDD J. C. Paz,Encalada Roberto Nahuel,Luminaria estacionamiento,Emerg prog,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63559,18/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Inodoro rebut (euti),Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,,"Av. Bartolomé Mitre 3317, B1872 Sarandí, Provincia de Buenos Aires"
0424-63560,18/4/2024,SUR,Villa Dominico,Sarmiento Ariel,Luminaria,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. del Libertador 132, C1001 ABO, Buenos Aires"
0424-63561,18/4/2024,CABA,Estación Retiro,Aquino Diego Daniel,Mochila,Emerg prog,SANITARIO,REALIZADO,comprar y colocar sistema de descarga,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63562,18/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Luminaria lindante al montacargas 670 (Gomez Rodolfo),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Paraguay 767, C1057AAI CABA"
0424-63563,18/4/2024,CABA,Paraguay 767,Aquino Diego Daniel,Dicroicas,Normal,ELECTRICIDAD,REALIZADO,presupuestar 5 dicroicas,,,,,,,,"Av. Eva Perón 9718, B1657 Loma Hermosa, Provincia de Buenos Aires"
0424-63564,19/4/2024,NORTE,Villa Loma Hermosa,Cuello Francisco Waldemar,Tubo,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. Medrano 66, C1204 CABA"
0424-63565,19/4/2024,CABA,Almagro,Aquino Diego Daniel,Piso/baldosas,Normal,CIVIL,REALIZADO,,,,,,,,,"Av. de los Incas 4624, C1427 CABA"
0424-63566,19/4/2024,CABA,Parque Chas,Aquino Diego Daniel,Tubos,Normal,ELECTRICIDAD,REALIZADO,proveer escalera y tubos y diego realiza,,,,,,,,"Av. Callao 131, C1022 CABA"
0424-63567,19/4/2024,CABA,Congreso,Aquino Diego Daniel,Inodoro,Normal,SANITARIO,REALIZADO,,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63568,19/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Cueritos duchas nave 1 y lampara nave 3 (Quintana),Normal,SANITARIO,REALIZADO,,,,,,,,,"Santiago del Estero 1167, C1103 CABA"
0424-63569,19/4/2024,CABA,CDD 34,Jara Benitez Rodrigo,Reflector,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Dr, Manuel Belgrano 1453, B1854 Longchamps, Provincia de Buenos Aires"
0424-63570,19/4/2024,SUR,Longchamps,Sarmiento Ariel,Pintar alero,Normal,CIVIL,REALIZADO,,,,,,,,,"Alsina 102, B1642 San Isidro, Provincia de Buenos Aires"
0424-63571,22/4/2024,NORTE,San Isidro,Cuello Francisco Waldemar,Sin agua,Emerg. Alta,CIVIL,REALIZADO,,,,,,,,,"La Rioja 1189, C1221ACM CABA*"
0424-63572,22/4/2024,CABA,CDD 23,Aquino Diego Daniel,Luminarias y flexibles,Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,Av. Juan Bautista Alberdi 5924 C1440AAX CABA
0424-63573,22/4/2024,CABA,CDD 40,Aquino Diego Daniel,Portero,Emerg prog,ELECTRICIDAD,REALIZADO,presup. Aprob. 4967,,,,,,,,Av. Pueyrredón 1352 C1118*AAQ CABA
0424-63574,22/4/2024,CABA,CDD 12,Aquino Diego Daniel,Luminarias,Normal,ELECTRICIDAD,REALIZADO,realizado ,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63575,22/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Termotanque/Mauro Quintana,Emerg. Alta,ELECTRICIDAD,REALIZADO,realizado ,,,,,,,,"Dr, Bernardo de Irigoyen 698, C1072 CABA"
0424-63579,22/4/2024,CABA,San Telmo,Aquino Diego Daniel,Inodoro y luminarias,Normal,VARIOS,REALIZADO,,,,,,,,,"Av Dr, Vélez Sársfield 4319, B1605 Munro, Provincia de Buenos Aires"
0424-63580,22/4/2024,NORTE,Munro,Cuello Francisco Waldemar,Luminarias y tecla de luz,Normal,VARIOS,REALIZADO,presup. enviado 5117,,,,,,,,"Vélez Sársfield 1371, B1824 Lanús, Provincia de Buenos Aires"
0424-63581,22/4/2024,SUR,CDD Lanús,Sarmiento Ariel,Trabajos varios perifericos (despues de las voladuras de chapas)/VER E-MAIL,Emerg. Alta,VARIOS,REALIZADO,presup.enviado. Reenviado a paterno ,,,,,,,,"Av. V. Fair 1101, B1842 Monte Grande, Provincia de Buenos Aires"
0424-63576,22/4/2024,EDIFICIOS,Central Operativa Mte. Grande,Almiron Sergio Octavio,Luminarias/Dante Gonzalez (int. 1504),Normal,ELECTRICIDAD,REALIZADO,,,,,,,,,"Av. Medrano 66, C1204 CABA"
0424-63577,22/4/2024,CABA,Almagro,Aquino Diego Daniel,Inodoro,Emerg. Alta,SANITARIO,REALIZADO,,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63578,22/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Contactor rampa/Mauro Quintana,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Avenida Presidente Perón 724, San Fernando, Provincia de Buenos Aires"
0424-63583,23/4/2024,NORTE,CDD San Fernando,Cuello Francisco Waldemar,Térmica,Emerg. Alta,ELECTRICIDAD,REALIZADO,,,,,,,,,"Paraná 777, C1017 CABA"
0424-63584,23/4/2024,CABA,Tribunales,Aquino Diego Daniel,Puerta,Normal,CIVIL,REALIZADO,realizado ,,,,,,,,"B1667JHH, Estados Unidos 4602-5100, B1667JHH Area de Promoción El Triángulo, Provincia de Buenos Aires"
0424-63585,23/4/2024,EDIFICIOS,Planta Tortuguitas,Rodriguez Basualdo Jose Luis,Contactor rampa/Mauro Quintana,Emerg. Alta,ELECTRICIDAD,REALIZADO,presup. Aprob. 4977,,,,,,,,"Av. Manuel Belgrano 390, B1870 Avellaneda, Provincia de Buenos Aires"
